"","party","gender","age","race","education","urbanicity","married","vote2018","state","district","wave"
"244","Dem","Male","18 - 24","Black","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"245","Ind","Female","35 - 44","Hispanic","No Bachelors","S3","Married","Other candidate/not sure","CA","CA-45","2018-09"
"246","Ind","Male","35 - 44","Other","Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-09"
"247","Dem","Female","35 - 44","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"248","Dem","Male","25 - 34","Other","Bachelors","S3","Married","Democratic candidate","CA","CA-45","2018-09"
"249","Ind","Female","18 - 24","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"250","Dem","Female","> 54","White","No Bachelors","S3","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"251","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"252","Dem","Male","25 - 34","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-09"
"253","Dem","Male","25 - 34","Other","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"254","Ind","Female","25 - 34","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"255","Rep","Male","> 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"256","Rep","Female","35 - 44","Other","No Bachelors","U5","Married","Republican candidate","CA","CA-45","2018-09"
"257","Dem","Female","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"258","Dem","Female","25 - 34","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-09"
"259","Dem","Female","> 54","White","No Bachelors","U5","Married","Democratic candidate","CA","CA-45","2018-09"
"260","Ind","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"261","Rep","Female","45 - 54","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-09"
"262","Ind","Male","18 - 24","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"263","Ind","Female","35 - 44","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-09"
"264","Dem","Female","25 - 34","Hispanic","No Bachelors","U6","Married","Democratic candidate","CA","CA-45","2018-09"
"265","Dem","Female","35 - 44","Hispanic","No Bachelors","S3","Married","Democratic candidate","CA","CA-45","2018-09"
"266","Ind","Male","25 - 34","Black","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"267","Ind","Female","25 - 34","Other","No Bachelors","S3","Married","Republican candidate","CA","CA-45","2018-09"
"268","Ind","Male","35 - 44","White","Bachelors","S3","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"269","Ind","Male","25 - 34","Other","No Bachelors","S4","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"270","Dem","Female","45 - 54","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"271","Rep","Female","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"272","Rep","Male","18 - 24","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"273","Dem","Male","> 54","White","Bachelors","U5","Married","Democratic candidate","CA","CA-45","2018-09"
"274","Rep","Female","25 - 34","Other","Bachelors","S3","Unmarried","Republican candidate","CA","CA-45","2018-09"
"275","Rep","Male","45 - 54","White","No Bachelors","S3","Unmarried","Republican candidate","CA","CA-45","2018-09"
"276","Ind","Male","25 - 34","Black","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-09"
"277","Dem","Female","25 - 34","Hispanic","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"278","Rep","Female","25 - 34","Other","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-09"
"279","Rep","Male","18 - 24","Other","Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-09"
"280","Dem","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"281","Dem","Female","25 - 34","Other","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"282","Rep","Female","45 - 54","Hispanic","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"283","Ind","Male","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"284","Dem","Male","18 - 24","Other","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"285","Dem","Female","35 - 44","Hispanic","No Bachelors","S3","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"286","Dem","Female","25 - 34","Other","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"287","Dem","Female","18 - 24","Hispanic","No Bachelors","S3","Unmarried","Democratic candidate","CA","CA-45","2018-09"
"288","Rep","Male","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-09"
"289","Rep","Female","25 - 34","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"290","Ind","Male","18 - 24","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"291","Ind","Female","18 - 24","White","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"292","Rep","Female","18 - 24","White","Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"293","Ind","Male","25 - 34","Black","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"294","Dem","Female","35 - 44","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"295","Dem","Male","35 - 44","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"296","Rep","Female","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"297","Rep","Male","18 - 24","White","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"298","Rep","Male","18 - 24","Hispanic","No Bachelors","U5","Married","Republican candidate","CA","CA-48","2018-09"
"299","Rep","Male","18 - 24","White","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"300","Dem","Male","18 - 24","Black","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"301","Rep","Male","> 54","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-48","2018-09"
"302","Dem","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"303","Rep","Male","> 54","White","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"304","Dem","Male","25 - 34","Other","No Bachelors","S4","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"305","Dem","Female","35 - 44","Other","Bachelors","U6","Married","Democratic candidate","CA","CA-48","2018-09"
"306","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"307","Dem","Female","25 - 34","Other","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"308","Rep","Female","35 - 44","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"309","Rep","Male","25 - 34","Black","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"310","Rep","Male","25 - 34","Other","No Bachelors","U6","Unmarried","Republican candidate","CA","CA-48","2018-09"
"311","Rep","Female","25 - 34","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-48","2018-09"
"312","Ind","Male","35 - 44","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"313","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"314","Dem","Male","18 - 24","Other","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"315","Ind","Female","35 - 44","White","Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-09"
"316","Ind","Male","25 - 34","Other","No Bachelors","U5","Married","Republican candidate","CA","CA-48","2018-09"
"317","Dem","Female","25 - 34","Hispanic","No Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-09"
"318","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"319","Dem","Female","25 - 34","Other","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"320","Dem","Male","35 - 44","Hispanic","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"321","Rep","Male","25 - 34","White","Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-09"
"322","Dem","Female","18 - 24","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"323","Ind","Male","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"324","Rep","Female","25 - 34","White","No Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-09"
"325","Ind","Female","35 - 44","Other","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"326","Dem","Female","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"327","Dem","Male","45 - 54","Black","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"328","Dem","Male","25 - 34","Hispanic","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"329","Ind","Male","25 - 34","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"330","Dem","Female","25 - 34","Black","No Bachelors","U6","Married","Democratic candidate","CA","CA-48","2018-09"
"331","Rep","Male","25 - 34","White","No Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-09"
"332","Dem","Male","18 - 24","Black","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"333","Ind","Male","45 - 54","White","No Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-09"
"334","Ind","Male","35 - 44","White","Bachelors","U5","Married","Democratic candidate","CA","CA-48","2018-09"
"335","Ind","Male","18 - 24","Black","Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"336","Dem","Male","25 - 34","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"337","Rep","Male","35 - 44","White","Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"338","Dem","Female","25 - 34","Other","No Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-09"
"339","Dem","Female","25 - 34","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"340","Dem","Female","18 - 24","Other","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"341","Rep","Male","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"342","Rep","Female","> 54","White","No Bachelors","U6","Unmarried","Republican candidate","CA","CA-48","2018-09"
"343","Ind","Male","25 - 34","White","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"344","Dem","Female","25 - 34","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-48","2018-09"
"345","Ind","Male","35 - 44","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"346","Rep","Female","> 54","White","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"347","Rep","Female","25 - 34","White","Bachelors","U5","Married","Republican candidate","CA","CA-48","2018-09"
"348","Dem","Male","25 - 34","Hispanic","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"349","Dem","Female","25 - 34","Hispanic","Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-09"
"350","Rep","Male","35 - 44","White","Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"351","Rep","Female","35 - 44","White","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"352","Ind","Female","45 - 54","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"353","Dem","Female","35 - 44","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"354","Rep","Male","45 - 54","Hispanic","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"355","Ind","Male","25 - 34","Black","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"356","Dem","Female","25 - 34","Other","Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"357","Dem","Female","> 54","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"358","Dem","Female","45 - 54","Other","Bachelors","U5","Married","Republican candidate","CA","CA-48","2018-09"
"359","Rep","Male","25 - 34","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"360","Rep","Female","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"361","Dem","Male","18 - 24","Hispanic","Bachelors","U6","Unmarried","Republican candidate","CA","CA-48","2018-09"
"362","Rep","Male","18 - 24","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"363","Ind","Female","35 - 44","White","Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-09"
"364","Dem","Male","18 - 24","White","Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-09"
"365","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"366","Rep","Female","45 - 54","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"367","Rep","Female","25 - 34","White","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"368","Rep","Female","25 - 34","Hispanic","Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-09"
"369","Dem","Female","18 - 24","White","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"370","Rep","Male","18 - 24","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"371","Ind","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"372","Dem","Male","45 - 54","White","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"373","Ind","Female","25 - 34","Other","Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"374","Dem","Female","25 - 34","Hispanic","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"375","Ind","Female","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"376","Ind","Male","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"377","Dem","Female","18 - 24","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"378","Rep","Female","18 - 24","Other","No Bachelors","U6","Unmarried","Republican candidate","CA","CA-48","2018-09"
"379","Ind","Male","18 - 24","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"380","Ind","Male","25 - 34","Other","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-48","2018-09"
"381","Ind","Female","45 - 54","White","Bachelors","U5","Married","Other candidate/not sure","CA","CA-48","2018-09"
"382","Ind","Male","45 - 54","White","Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
"383","Rep","Female","18 - 24","White","No Bachelors","U6","Unmarried","Republican candidate","CA","CA-48","2018-09"
"384","Dem","Female","25 - 34","Other","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-09"
"385","Dem","Female","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-09"
